time,q,p,r
2379,False,False,False
2380,True,True,False
2381,False,True,False
2382,False,True,False
2383,False,True,False
2384,False,True,False
2385,False,True,True
2386,False,False,False
2387,True,True,False
2388,False,True,False
2389,False,True,False
2390,False,True,False
2391,False,True,False
2392,False,True,False
2393,False,True,False
2394,False,True,False
2395,False,True,True
2396,False,False,False
2397,True,True,False
2398,False,True,False
2399,False,True,False
2400,False,True,False
2401,False,True,False
2402,False,True,False
2403,False,True,True
2404,False,False,False
2405,True,True,False
2406,False,True,False
2407,False,True,False
2408,False,True,False
2409,False,True,False
2410,False,True,False
2411,False,True,True
2412,False,False,False
2413,True,True,False
2414,False,True,False
2415,False,True,False
2416,False,True,False
2417,False,True,False
2418,False,True,False
2419,False,True,False
2420,False,True,False
2421,False,True,True
2422,False,False,False
2423,True,True,False
2424,False,True,False
2425,False,True,False
2426,False,True,False
2427,False,True,False
2428,False,True,False
2429,False,True,False
2430,False,True,False
2431,False,True,False
2432,False,True,False
2433,False,True,True
2434,False,False,False
2435,True,True,False
2436,False,True,False
2437,False,True,False
2438,False,True,False
2439,False,True,False
2440,False,True,False
2441,False,True,False
2442,False,True,False
2443,False,True,False
2444,False,True,True
2445,False,False,False
2446,True,True,False
2447,False,True,False
2448,False,True,False
2449,False,True,False
2450,False,True,False
2451,False,True,False
2452,False,True,False
2453,False,True,False
2454,False,True,False
2455,False,True,False
2456,False,True,True
2457,False,False,False
2458,True,True,False
2459,False,True,False
2460,False,True,False
2461,False,True,False
2462,False,True,False
2463,False,True,False
2464,False,True,False
2465,False,True,False
2466,False,True,True
2467,False,False,False
2468,True,True,False
2469,False,True,False
2470,False,True,False
2471,False,True,False
2472,False,True,False
2473,False,True,False
2474,False,True,False
2475,False,True,False
2476,False,True,False
2477,False,True,True
2478,False,False,False
2479,True,True,False
2480,False,True,False
2481,False,True,False
2482,False,True,False
2483,False,True,False
2484,False,True,False
2485,False,True,True
2486,False,False,False
2487,True,True,False
2488,False,True,False
2489,False,True,False
2490,False,True,False
2491,False,True,False
2492,False,True,True
2493,False,False,False
2494,True,True,False
2495,False,True,False
2496,False,True,False
2497,False,True,False
2498,False,True,False
2499,False,True,False
2500,False,True,False
2501,False,True,False
2502,False,True,False
2503,False,True,True
2504,False,False,False
2505,True,True,False
2506,False,True,False
2507,False,True,False
2508,False,True,False
2509,False,True,False
2510,False,True,True
2511,False,False,False
2512,True,True,False
2513,False,True,False
2514,False,True,False
2515,False,True,False
2516,False,True,False
2517,False,True,False
2518,False,True,False
2519,False,True,False
2520,False,True,False
2521,False,True,True
2522,False,False,False
2523,True,True,False
2524,False,True,False
2525,False,True,False
2526,False,True,False
2527,False,True,False
2528,False,True,False
2529,False,True,False
2530,False,True,False
2531,False,True,False
2532,False,True,True
2533,False,False,False
2534,True,True,False
2535,False,True,False
2536,False,True,False
2537,False,True,False
2538,False,True,False
2539,False,True,False
2540,False,True,False
2541,False,True,False
2542,False,True,False
2543,False,True,False
2544,False,True,True
2545,False,False,False
2546,True,True,False
2547,False,True,False
2548,False,True,False
2549,False,True,False
2550,False,True,False
2551,False,True,False
2552,False,True,False
2553,False,True,False
2554,False,True,False
2555,False,True,False
2556,False,True,True
2557,False,False,False
2558,True,True,False
2559,False,True,False
2560,False,True,False
2561,False,True,False
2562,False,True,True
2563,False,False,False
2564,True,True,False
2565,False,True,False
2566,False,True,False
2567,False,True,False
2568,False,True,False
2569,False,True,False
2570,False,True,False
2571,False,True,False
2572,False,True,False
2573,False,True,True
2574,False,False,False
2575,True,True,False
2576,False,True,False
2577,False,True,False
2578,False,True,False
2579,False,True,True
2580,False,False,False
2581,True,True,False
2582,False,True,False
2583,False,True,False
2584,False,True,False
2585,False,True,False
2586,False,True,True
2587,False,False,False
2588,True,True,False
2589,False,True,False
2590,False,True,False
2591,False,True,False
2592,False,True,False
2593,False,True,False
2594,False,True,False
2595,False,True,False
2596,False,True,False
2597,False,True,True
2598,False,False,False
2599,True,True,False
2600,False,True,False
2601,False,True,False
2602,False,True,False
2603,False,True,False
2604,False,True,False
2605,False,True,True
2606,False,False,False
2607,True,True,False
2608,False,True,False
2609,False,True,False
2610,False,True,False
2611,False,True,False
2612,False,True,False
2613,False,True,False
2614,False,True,False
2615,False,True,True
2616,False,False,False
2617,True,True,False
2618,False,True,False
2619,False,True,False
2620,False,True,False
2621,False,True,False
2622,False,True,False
2623,False,True,False
2624,False,True,True
2625,False,False,False
2626,True,True,False
2627,False,True,False
2628,False,True,False
2629,False,True,False
2630,False,True,True
2631,False,False,False
2632,True,True,False
2633,False,True,False
2634,False,True,False
2635,False,True,False
2636,False,True,True
2637,False,False,False
2638,True,True,False
2639,False,True,False
2640,False,True,False
2641,False,True,False
2642,False,True,False
2643,False,True,False
2644,False,True,False
2645,False,True,True
2646,False,False,False
2647,True,True,False
2648,False,True,False
2649,False,True,False
2650,False,True,False
2651,False,True,False
2652,False,True,False
2653,False,True,True
2654,False,False,False
2655,True,True,False
2656,False,True,False
2657,False,True,False
2658,False,True,False
2659,False,True,False
2660,False,True,False
2661,False,True,True
2662,False,False,False
2663,True,True,False
2664,False,True,False
2665,False,True,False
2666,False,True,False
2667,False,True,False
2668,False,True,False
2669,False,True,False
2670,False,True,False
2671,False,True,False
2672,False,True,False
2673,False,True,True
2674,False,False,False
2675,True,True,False
2676,False,True,False
2677,False,True,False
2678,False,True,False
2679,False,True,False
2680,False,True,False
2681,False,True,False
2682,False,True,False
2683,False,True,False
2684,False,True,False
2685,False,True,True
2686,False,False,False
2687,True,True,False
2688,False,True,False
2689,False,True,False
2690,False,True,False
2691,False,True,False
2692,False,True,False
2693,False,True,False
2694,False,True,False
2695,False,True,True
2696,False,False,False
2697,True,True,False
2698,False,True,False
2699,False,True,False
2700,False,True,False
2701,False,True,False
2702,False,True,False
2703,False,True,False
2704,False,True,False
2705,False,True,False
2706,False,True,False
2707,False,True,True
2708,False,False,False
2709,True,True,False
2710,False,True,False
2711,False,True,False
2712,False,True,False
2713,False,True,False
2714,False,True,False
2715,False,True,False
2716,False,True,False
2717,False,True,False
2718,False,True,True
2719,False,False,False
2720,True,True,False
2721,False,True,False
2722,False,True,False
2723,False,True,False
2724,False,True,False
2725,False,True,True
2726,False,False,False
2727,True,True,False
2728,False,True,False
2729,False,True,False
2730,False,True,False
2731,False,True,False
2732,False,True,False
2733,False,True,True
2734,False,False,False
2735,True,True,False
2736,False,True,False
2737,False,True,False
2738,False,True,False
2739,False,True,False
2740,False,True,False
2741,False,True,True
2742,False,False,False
2743,True,True,False
2744,False,True,False
2745,False,True,False
2746,False,True,False
2747,False,True,False
2748,False,True,False
2749,False,True,False
2750,False,True,True
2751,False,False,False
2752,True,True,False
2753,False,True,False
2754,False,True,False
2755,False,True,False
2756,False,True,False
2757,False,True,True
2758,False,False,False
2759,True,True,False
2760,False,True,False
2761,False,True,False
2762,False,True,False
2763,False,True,False
2764,False,True,True
2765,False,False,False
2766,True,True,False
2767,False,True,False
2768,False,True,False
2769,False,True,False
2770,False,True,False
2771,False,True,False
2772,False,True,False
2773,False,True,True
2774,False,False,False
2775,True,True,False
2776,False,True,False
2777,False,True,False
2778,False,True,False
2779,False,True,True
2780,False,False,False
2781,True,True,False
2782,False,True,False
2783,False,True,False
2784,False,True,False
2785,False,True,False
2786,False,True,False
2787,False,True,False
2788,False,True,False
2789,False,True,False
2790,False,True,False
2791,False,True,True
2792,False,False,False
2793,True,True,False
2794,False,True,False
2795,False,True,False
2796,False,True,False
2797,False,True,False
2798,False,True,False
2799,False,True,True
2800,False,False,False
2801,True,True,False
2802,False,True,False
2803,False,True,False
2804,False,True,False
2805,False,True,True
2806,False,False,False
2807,True,True,False
2808,False,True,False
2809,False,True,False
2810,False,True,False
2811,False,True,False
2812,False,True,False
2813,False,True,False
2814,False,True,False
2815,False,True,False
2816,False,True,False
2817,False,True,True
2818,False,False,False
2819,True,True,False
2820,False,True,False
2821,False,True,False
2822,False,True,False
2823,False,True,False
2824,False,True,False
2825,False,True,False
2826,False,True,False
2827,False,True,False
2828,False,True,False
2829,False,True,True
2830,False,False,False
2831,True,True,False
2832,False,True,False
2833,False,True,False
2834,False,True,False
2835,False,True,True
2836,False,False,False
2837,True,True,False
2838,False,True,False
2839,False,True,False
2840,False,True,False
2841,False,True,False
2842,False,True,False
2843,False,True,False
2844,False,True,False
2845,False,True,True
2846,False,False,False
2847,True,True,False
2848,False,True,False
2849,False,True,False
2850,False,True,False
2851,False,True,False
2852,False,True,False
2853,False,True,False
2854,False,True,True
2855,False,False,False
2856,True,True,False
2857,False,True,False
2858,False,True,False
2859,False,True,False
2860,False,True,False
2861,False,True,False
2862,False,True,False
2863,False,True,False
2864,False,True,False
2865,False,True,True
2866,False,False,False
2867,True,True,False
2868,False,True,False
2869,False,True,False
2870,False,True,False
2871,False,True,False
2872,False,True,False
2873,False,True,False
2874,False,True,False
2875,False,True,False
2876,False,True,False
2877,False,True,True
2878,False,False,False
2879,True,True,False
2880,False,True,False
2881,False,True,False
2882,False,True,False
2883,False,True,False
2884,False,True,False
2885,False,True,False
2886,False,True,False
2887,False,True,True
2888,False,False,False
2889,True,True,False
2890,False,True,False
2891,False,True,False
2892,False,True,False
2893,False,True,False
2894,False,True,False
2895,False,True,False
2896,False,True,False
2897,False,True,False
2898,False,True,False
2899,False,True,True
2900,False,False,False
2901,True,True,False
2902,False,True,False
2903,False,True,False
2904,False,True,False
2905,False,True,False
2906,False,True,False
2907,False,True,False
2908,False,True,False
2909,False,True,False
2910,False,True,False
2911,False,True,True
2912,False,False,False
2913,True,True,False
2914,False,True,False
2915,False,True,False
2916,False,True,False
2917,False,True,False
2918,False,True,False
2919,False,True,False
2920,False,True,False
2921,False,True,False
2922,False,True,False
2923,False,True,True
2924,False,False,False
2925,True,True,False
2926,False,True,False
2927,False,True,False
2928,False,True,False
2929,False,True,False
2930,False,True,False
2931,False,True,False
2932,False,True,False
2933,False,True,True
2934,False,False,False
2935,True,True,False
2936,False,True,False
2937,False,True,False
2938,False,True,False
2939,False,True,True
2940,False,False,False
2941,True,True,False
2942,False,True,False
2943,False,True,False
2944,False,True,False
2945,False,True,False
2946,False,True,True
2947,False,False,False
2948,True,True,False
2949,False,True,False
2950,False,True,False
2951,False,True,False
2952,False,True,False
2953,False,True,False
2954,False,True,False
2955,False,True,False
2956,False,True,False
2957,False,True,True
2958,False,False,False
2959,True,True,False
2960,False,True,False
2961,False,True,False
2962,False,True,False
2963,False,True,True
2964,False,False,False
2965,True,True,False
2966,False,True,False
2967,False,True,False
2968,False,True,False
2969,False,True,True
2970,False,False,False
2971,True,True,False
2972,False,True,False
2973,False,True,False
2974,False,True,False
2975,False,True,False
2976,False,True,True
2977,False,False,False
2978,True,True,False
2979,False,True,False
2980,False,True,False
2981,False,True,False
2982,False,True,False
2983,False,True,False
2984,False,True,False
2985,False,True,False
2986,False,True,True
2987,False,False,False
2988,True,True,False
2989,False,True,False
2990,False,True,False
2991,False,True,False
2992,False,True,True
2993,False,False,False
2994,True,True,False
2995,False,True,False
2996,False,True,False
2997,False,True,False
2998,False,True,False
2999,False,True,False
3000,False,True,False
3001,False,True,False
3002,False,True,False
3003,False,True,False
3004,False,True,True
3005,False,False,False
3006,True,True,False
3007,False,True,False
3008,False,True,False
3009,False,True,False
3010,False,True,False
3011,False,True,False
3012,False,True,False
3013,False,True,False
3014,False,True,False
3015,False,True,False
3016,False,True,True
3017,False,False,False
3018,True,True,False
3019,False,True,False
3020,False,True,False
3021,False,True,False
3022,False,True,True
3023,False,False,False
3024,True,True,False
3025,False,True,False
3026,False,True,False
3027,False,True,False
3028,False,True,False
3029,False,True,False
3030,False,True,False
3031,False,True,True
3032,False,False,False
3033,True,True,False
3034,False,True,False
3035,False,True,False
3036,False,True,False
3037,False,True,True
3038,False,False,False
3039,True,True,False
3040,False,True,False
3041,False,True,False
3042,False,True,False
3043,False,True,True
3044,False,False,False
3045,True,True,False
3046,False,True,False
3047,False,True,False
3048,False,True,False
3049,False,True,False
3050,False,True,False
3051,False,True,False
3052,False,True,True
3053,False,False,False
3054,True,True,False
3055,False,True,False
3056,False,True,False
3057,False,True,False
3058,False,True,False
3059,False,True,False
3060,False,True,False
3061,False,True,False
3062,False,True,False
3063,False,True,False
3064,False,True,True
3065,False,False,False
3066,True,True,False
3067,False,True,False
3068,False,True,False
3069,False,True,False
3070,False,True,False
3071,False,True,False
3072,False,True,True
3073,False,False,False
3074,True,True,False
3075,False,True,False
3076,False,True,False
3077,False,True,False
3078,False,True,False
3079,False,True,False
3080,False,True,False
3081,False,True,False
3082,False,True,True
3083,False,False,False
3084,True,True,False
3085,False,True,False
3086,False,True,False
3087,False,True,False
3088,False,True,False
3089,False,True,False
3090,False,True,False
3091,False,True,False
3092,False,True,False
3093,False,True,False
3094,False,True,True
3095,False,False,False
3096,True,True,False
3097,False,True,False
3098,False,True,False
3099,False,True,False
3100,False,True,False
3101,False,True,True
3102,False,False,False
3103,True,True,False
3104,False,True,False
3105,False,True,False
3106,False,True,False
3107,False,True,False
3108,False,True,False
3109,False,True,False
3110,False,True,False
3111,False,True,True
3112,False,False,False
3113,True,True,False
3114,False,True,False
3115,False,True,False
3116,False,True,False
3117,False,True,False
3118,False,True,True
3119,False,False,False
3120,True,True,False
3121,False,True,False
3122,False,True,False
3123,False,True,False
3124,False,True,False
3125,False,True,False
3126,False,True,False
3127,False,True,False
3128,False,True,False
3129,False,True,False
3130,False,True,True
3131,False,False,False
3132,True,True,False
3133,False,True,False
3134,False,True,False
3135,False,True,False
3136,False,True,False
3137,False,True,False
3138,False,True,False
3139,False,True,False
3140,False,True,True
3141,False,False,False
3142,True,True,False
3143,False,True,False
3144,False,True,False
3145,False,True,False
3146,False,True,False
3147,False,True,False
3148,False,True,False
3149,False,True,False
3150,False,True,False
3151,False,True,False
3152,False,True,True
3153,False,False,False
3154,True,True,False
3155,False,True,False
3156,False,True,False
3157,False,True,False
3158,False,True,False
3159,False,True,False
3160,False,True,True
3161,False,False,False
3162,True,True,False
3163,False,True,False
3164,False,True,False
3165,False,True,False
3166,False,True,False
3167,False,True,False
3168,False,True,False
3169,False,True,False
3170,False,True,False
3171,False,True,False
3172,False,True,True
3173,False,False,False
3174,True,True,False
3175,False,True,False
3176,False,True,False
3177,False,True,False
3178,False,True,False
3179,False,True,False
3180,False,True,False
3181,False,True,False
3182,False,True,False
3183,False,True,False
3184,False,True,True
3185,False,False,False
3186,True,True,False
3187,False,True,False
3188,False,True,False
3189,False,True,False
3190,False,True,False
3191,False,True,True
3192,False,False,False
3193,True,True,False
3194,False,True,False
3195,False,True,False
3196,False,True,False
3197,False,True,False
3198,False,True,False
3199,False,True,False
3200,False,True,True
3201,False,False,False
3202,True,True,False
3203,False,True,False
3204,False,True,False
3205,False,True,False
3206,False,True,False
3207,False,True,False
3208,False,True,False
3209,False,True,False
3210,False,True,False
3211,False,True,True
3212,False,False,False
3213,True,True,False
3214,False,True,False
3215,False,True,False
3216,False,True,False
3217,False,True,False
3218,False,True,False
3219,False,True,False
3220,False,True,False
3221,False,True,True
3222,False,False,False
3223,True,True,False
3224,False,True,False
3225,False,True,False
3226,False,True,False
3227,False,True,False
3228,False,True,False
3229,False,True,False
3230,False,True,False
3231,False,True,True
3232,False,False,False
3233,True,True,False
3234,False,True,False
3235,False,True,False
3236,False,True,False
3237,False,True,False
3238,False,True,False
3239,False,True,False
3240,False,True,False
3241,False,True,False
3242,False,True,True
3243,False,False,False
3244,True,True,False
3245,False,True,False
3246,False,True,False
3247,False,True,False
3248,False,True,False
3249,False,True,True
3250,False,False,False
3251,True,True,False
3252,False,True,False
3253,False,True,False
3254,False,True,False
3255,False,True,False
3256,False,True,False
3257,False,True,False
3258,False,True,True
3259,False,False,False
3260,True,True,False
3261,False,True,False
3262,False,True,False
3263,False,True,False
3264,False,True,False
3265,False,True,True
3266,False,False,False
3267,True,True,False
3268,False,True,False
3269,False,True,False
3270,False,True,False
3271,False,True,False
3272,False,True,False
3273,False,True,True
3274,False,False,False
3275,True,True,False
3276,False,True,False
3277,False,True,False
3278,False,True,False
3279,False,True,False
3280,False,True,False
3281,False,True,True
3282,False,False,False
3283,True,True,False
3284,False,True,False
3285,False,True,False
3286,False,True,False
3287,False,True,False
3288,False,True,True
3289,False,False,False
3290,True,True,False
3291,False,True,False
3292,False,True,False
3293,False,True,False
3294,False,True,True
3295,False,False,False
3296,True,True,False
3297,False,True,False
3298,False,True,False
3299,False,True,False
3300,False,True,False
3301,False,True,True
3302,False,False,False
3303,True,True,False
3304,False,True,False
3305,False,True,False
3306,False,True,False
3307,False,True,False
3308,False,True,True
3309,False,False,False
3310,True,True,False
3311,False,True,False
3312,False,True,False
3313,False,True,False
3314,False,True,False
3315,False,True,False
3316,False,True,False
3317,False,True,False
3318,False,True,True
3319,False,False,False
3320,True,True,False
3321,False,True,False
3322,False,True,False
3323,False,True,False
3324,False,True,True
3325,False,False,False
3326,True,True,False
3327,False,True,False
3328,False,True,False
3329,False,True,False
3330,False,True,False
3331,False,True,False
3332,False,True,False
3333,False,True,True
3334,False,False,False
3335,True,True,False
3336,False,True,False
3337,False,True,False
3338,False,True,False
3339,False,True,False
3340,False,True,False
3341,False,True,False
3342,False,True,False
3343,False,True,False
3344,False,True,True
3345,False,False,False
3346,True,True,False
3347,False,True,False
3348,False,True,False
3349,False,True,False
3350,False,True,False
3351,False,True,False
3352,False,True,False
3353,False,True,False
3354,False,True,False
3355,False,True,False
3356,False,True,True
3357,False,False,False
3358,True,True,False
3359,False,True,False
3360,False,True,False
3361,False,True,False
3362,False,True,False
3363,False,True,False
3364,False,True,False
3365,False,True,False
3366,False,True,False
3367,False,True,True
3368,False,False,False
3369,True,True,False
3370,False,True,False
3371,False,True,False
3372,False,True,False
3373,False,True,False
3374,False,True,False
3375,False,True,False
3376,False,True,False
3377,False,True,False
3378,False,True,True
3379,False,False,False
3380,True,True,False
3381,False,True,False
3382,False,True,False
3383,False,True,False
3384,False,True,False
3385,False,True,False
3386,False,True,False
3387,False,True,False
3388,False,True,False
3389,False,True,True
3390,False,False,False
3391,True,True,False
3392,False,True,False
3393,False,True,False
3394,False,True,False
3395,False,True,False
3396,False,True,True
3397,False,False,False
3398,True,True,False
3399,False,True,False
3400,False,True,False
3401,False,True,False
3402,False,True,False
3403,False,True,True
3404,False,False,False
3405,True,True,False
3406,False,True,False
3407,False,True,False
3408,False,True,False
3409,False,True,False
3410,False,True,False
3411,False,True,False
3412,False,True,True
3413,False,False,False
3414,True,True,False
3415,False,True,False
3416,False,True,False
3417,False,True,False
3418,False,True,False
3419,False,True,False
3420,False,True,False
3421,False,True,False
3422,False,True,False
3423,False,True,True
3424,False,False,False
3425,True,True,False
3426,False,True,False
3427,False,True,False
3428,False,True,False
3429,False,True,False
3430,False,True,False
3431,False,True,False
3432,False,True,False
3433,False,True,False
3434,False,True,True
3435,False,False,False
3436,True,True,False
3437,False,True,False
3438,False,True,False
3439,False,True,False
3440,False,True,True
3441,False,False,False
3442,True,True,False
3443,False,True,False
3444,False,True,False
3445,False,True,False
3446,False,True,False
3447,False,True,False
3448,False,True,False
3449,False,True,True
3450,False,False,False
3451,True,True,False
3452,False,True,False
3453,False,True,False
3454,False,True,False
3455,False,True,False
3456,False,True,False
3457,False,True,False
3458,False,True,False
3459,False,True,True
3460,False,False,False
3461,True,True,False
3462,False,True,False
3463,False,True,False
3464,False,True,False
3465,False,True,False
3466,False,True,False
3467,False,True,False
3468,False,True,False
3469,False,True,False
3470,False,True,True
3471,False,False,False
3472,True,True,False
3473,False,True,False
3474,False,True,False
3475,False,True,False
3476,False,True,True
3477,False,False,False
3478,True,True,False
3479,False,True,False
3480,False,True,False
3481,False,True,False
3482,False,True,False
3483,False,True,True
3484,False,False,False
3485,True,True,False
3486,False,True,False
3487,False,True,False
3488,False,True,False
3489,False,True,False
3490,False,True,False
3491,False,True,True
3492,False,False,False
3493,True,True,False
3494,False,True,False
3495,False,True,False
3496,False,True,False
3497,False,True,False
3498,False,True,True
3499,False,False,False
3500,True,True,False
3501,False,True,False
3502,False,True,False
3503,False,True,False
3504,False,True,False
3505,False,True,False
3506,False,True,False
3507,False,True,False
3508,False,True,False
3509,False,True,True
3510,False,False,False
3511,True,True,False
3512,False,True,False
3513,False,True,False
3514,False,True,False
3515,False,True,False
3516,False,True,True
3517,False,False,False
3518,True,True,False
3519,False,True,False
3520,False,True,False
3521,False,True,False
3522,False,True,False
3523,False,True,True
3524,False,False,False
3525,True,True,False
3526,False,True,False
3527,False,True,False
3528,False,True,False
3529,False,True,False
3530,False,True,False
3531,False,True,False
3532,False,True,True
3533,False,False,False
3534,True,True,False
3535,False,True,False
3536,False,True,False
3537,False,True,False
3538,False,True,False
3539,False,True,False
3540,False,True,True
3541,False,False,False
3542,True,True,False
3543,False,True,False
3544,False,True,False
3545,False,True,False
3546,False,True,True
3547,False,False,False
3548,True,True,False
3549,False,True,False
3550,False,True,False
3551,False,True,False
3552,False,True,False
3553,False,True,False
3554,False,True,False
3555,False,True,True
3556,False,False,False
3557,True,True,False
3558,False,True,False
3559,False,True,False
3560,False,True,False
3561,False,True,False
3562,False,True,False
3563,False,True,False
3564,False,True,False
3565,False,True,True
3566,False,False,False
3567,True,True,False
3568,False,True,False
3569,False,True,False
3570,False,True,False
3571,False,True,False
3572,False,True,True
3573,False,False,False
3574,True,True,False
3575,False,True,False
3576,False,True,False
3577,False,True,False
3578,False,True,True
3579,False,False,False
3580,True,True,False
3581,False,True,False
3582,False,True,False
3583,False,True,False
3584,False,True,True
3585,False,False,False
3586,True,True,False
3587,False,True,False
3588,False,True,False
3589,False,True,False
3590,False,True,False
3591,False,True,False
3592,False,True,False
3593,False,True,False
3594,False,True,True
3595,False,False,False
3596,True,True,False
3597,False,True,False
3598,False,True,False
3599,False,True,False
3600,False,True,False
3601,False,True,False
3602,False,True,False
3603,False,True,False
3604,False,True,False
3605,False,True,True
3606,False,False,False
3607,True,True,False
3608,False,True,False
3609,False,True,False
3610,False,True,False
3611,False,True,False
3612,False,True,False
3613,False,True,False
3614,False,True,True
3615,False,False,False
3616,True,True,False
3617,False,True,False
3618,False,True,False
3619,False,True,False
3620,False,True,False
3621,False,True,False
3622,False,True,False
3623,False,True,True
3624,False,False,False
3625,True,True,False
3626,False,True,False
3627,False,True,False
3628,False,True,False
3629,False,True,False
3630,False,True,False
3631,False,True,False
3632,False,True,False
3633,False,True,True
3634,False,False,False
3635,True,True,False
3636,False,True,False
3637,False,True,False
3638,False,True,False
3639,False,True,False
3640,False,True,False
3641,False,True,False
3642,False,True,False
3643,False,True,False
3644,False,True,False
3645,False,True,True
3646,False,False,False
3647,True,True,False
3648,False,True,False
3649,False,True,False
3650,False,True,False
3651,False,True,False
3652,False,True,False
3653,False,True,False
3654,False,True,False
3655,False,True,True
3656,False,False,False
3657,True,True,False
3658,False,True,False
3659,False,True,False
3660,False,True,False
3661,False,True,False
3662,False,True,False
3663,False,True,True
3664,False,False,False
3665,True,True,False
3666,False,True,False
3667,False,True,False
3668,False,True,False
3669,False,True,False
3670,False,True,False
3671,False,True,False
3672,False,True,False
3673,False,True,False
3674,False,True,True
3675,False,False,False
3676,True,True,False
3677,False,True,False
3678,False,True,False
3679,False,True,False
3680,False,True,False
3681,False,True,False
3682,False,True,True
3683,False,False,False
3684,True,True,False
3685,False,True,False
3686,False,True,False
3687,False,True,False
3688,False,True,False
3689,False,True,False
3690,False,True,False
3691,False,True,False
3692,False,True,False
3693,False,True,False
3694,False,True,True
3695,False,False,False
3696,True,True,False
3697,False,True,False
3698,False,True,False
3699,False,True,False
3700,False,True,False
3701,False,True,False
3702,False,True,False
3703,False,True,False
3704,False,True,False
3705,False,True,True
3706,False,False,False
3707,True,True,False
3708,False,True,False
3709,False,True,False
3710,False,True,False
3711,False,True,True
3712,False,False,False
3713,True,True,False
3714,False,True,False
3715,False,True,False
3716,False,True,False
3717,False,True,False
3718,False,True,False
3719,False,True,False
3720,False,True,False
3721,False,True,False
3722,False,True,True
3723,False,False,False
3724,True,True,False
3725,False,True,False
3726,False,True,False
3727,False,True,False
3728,False,True,True
3729,False,False,False
3730,True,True,False
3731,False,True,False
3732,False,True,False
3733,False,True,False
3734,False,True,False
3735,False,True,False
3736,False,True,False
3737,False,True,False
3738,False,True,False
3739,False,True,True
3740,False,False,False
3741,True,True,False
3742,False,True,False
3743,False,True,False
3744,False,True,False
3745,False,True,False
3746,False,True,True
3747,False,False,False
3748,True,True,False
3749,False,True,False
3750,False,True,False
3751,False,True,False
3752,False,True,False
3753,False,True,False
3754,False,True,False
3755,False,True,False
3756,False,True,False
3757,False,True,True
3758,False,False,False
3759,True,True,False
3760,False,True,False
3761,False,True,False
3762,False,True,False
3763,False,True,False
3764,False,True,True
3765,False,False,False
3766,True,True,False
3767,False,True,False
3768,False,True,False
3769,False,True,False
3770,False,True,True
3771,False,False,False
3772,True,True,False
3773,False,True,False
3774,False,True,False
3775,False,True,False
3776,False,True,False
3777,False,True,False
3778,False,True,False
3779,False,True,False
3780,False,True,False
3781,False,True,True
3782,False,False,False
3783,True,True,False
3784,False,True,False
3785,False,True,False
3786,False,True,False
3787,False,True,True
3788,False,False,False
3789,True,True,False
3790,False,True,False
3791,False,True,False
3792,False,True,False
3793,False,True,False
3794,False,True,False
3795,False,True,False
3796,False,True,True
3797,False,False,False
3798,True,True,False
3799,False,True,False
3800,False,True,False
3801,False,True,False
3802,False,True,False
3803,False,True,False
3804,False,True,False
3805,False,True,False
3806,False,True,False
3807,False,True,True
3808,False,False,False
3809,True,True,False
3810,False,True,False
3811,False,True,False
3812,False,True,False
3813,False,True,False
3814,False,True,False
3815,False,True,False
3816,False,True,True
3817,False,False,False
3818,True,True,False
3819,False,True,False
3820,False,True,False
3821,False,True,False
3822,False,True,False
3823,False,True,False
3824,False,True,True
3825,False,False,False
3826,True,True,False
3827,False,True,False
3828,False,True,False
3829,False,True,False
3830,False,True,False
3831,False,True,False
3832,False,True,False
3833,False,True,False
3834,False,True,True
3835,False,False,False
3836,True,True,False
3837,False,True,False
3838,False,True,False
3839,False,True,False
3840,False,True,False
3841,False,True,False
3842,False,True,False
3843,False,True,False
3844,False,True,False
3845,False,True,False
3846,False,True,True
3847,False,False,False
3848,True,True,False
3849,False,True,False
3850,False,True,False
3851,False,True,False
3852,False,True,False
3853,False,True,False
3854,False,True,False
3855,False,True,False
3856,False,True,False
3857,False,True,False
3858,False,True,True
3859,False,False,False
3860,True,True,False
3861,False,True,False
3862,False,True,False
3863,False,True,False
3864,False,True,False
3865,False,True,False
3866,False,True,False
3867,False,True,True
3868,False,False,False
3869,True,True,False
3870,False,True,False
3871,False,True,False
3872,False,True,False
3873,False,True,False
3874,False,True,False
3875,False,True,False
3876,False,True,False
3877,False,True,False
3878,False,True,True
3879,False,False,False
3880,True,True,False
3881,False,True,False
3882,False,True,False
3883,False,True,False
3884,False,True,False
3885,False,True,False
3886,False,True,False
3887,False,True,False
3888,False,True,True
3889,False,False,False
3890,True,True,False
3891,False,True,False
3892,False,True,False
3893,False,True,False
3894,False,True,False
3895,False,True,False
3896,False,True,False
3897,False,True,False
3898,False,True,False
3899,False,True,True
3900,False,False,False
3901,True,True,False
3902,False,True,False
3903,False,True,False
3904,False,True,False
3905,False,True,False
3906,False,True,False
3907,False,True,False
3908,False,True,False
3909,False,True,False
3910,False,True,True
3911,False,False,False
3912,True,True,False
3913,False,True,False
3914,False,True,False
3915,False,True,False
3916,False,True,False
3917,False,True,True
3918,False,False,False
3919,True,True,False
3920,False,True,False
3921,False,True,False
3922,False,True,False
3923,False,True,False
3924,False,True,False
3925,False,True,False
3926,False,True,True
3927,False,False,False
3928,True,True,False
3929,False,True,False
3930,False,True,False
3931,False,True,False
3932,False,True,False
